13345,0.0000001,0,0,0,0,
10111,0.0000001,0,0,0,6,
13345,0.0000001,0,0,0,12,
10111,0.0000001,0,0,0,18,
13345,0.0000001,0,0,0,24,
10111,0.0000001,0,0,0,30,
13345,0.0000001,0,0,0,36,
10111,0.0000001,0,0,0,42,
13345,0.0000001,0,0,0,48,
10111,0.0000001,0,0,0,54,
13345,0.0000001,0,0,0,60,
10111,0.0000001,0,0,0,66,
13345,0.0000001,0,0,0,72,
10111,0.0000001,0,0,0,78,
13345,0.0000001,0,0,0,84,
10111,0.0000001,0,0,0,90,
13345,0.0000001,0,0,0,96,
10111,0.0000001,0,0,0,102,
13345,0.0000001,0,0,0,108,
10111,0.0000001,0,0,0,114,
13345,0.0000001,0,0,0,120,
10111,0.0000001,0,0,0,126,
13345,0.0000001,0,0,0,132,
10111,0.0000001,0,0,0,138,
13345,0.0000001,0,0,0,144,
10111,0.0000001,0,0,0,150,
13345,0.0000001,0,0,0,156,
10111,0.0000001,0,0,0,162,
13345,0.0000001,0,0,0,168,
10111,0.0000001,0,0,0,174,
13345,0.0000001,0,0,0,180,
10111,0.0000001,0,0,0,186,
13345,0.0000001,0,0,0,192,
10111,0.0000001,0,0,0,198,
13345,0.0000001,0,0,0,204,
10111,0.0000001,0,0,0,210,
13345,0.0000001,0,0,0,216,
10111,0.0000001,0,0,0,222,
13345,0.0000001,0,0,0,228,
10111,0.0000001,0,0,0,234,
13345,0.0000001,0,0,0,240,
10111,0.0000001,0,0,0,246,
13345,0.0000001,0,0,0,252,
10111,0.0000001,0,0,0,258,
13345,0.0000001,0,0,0,264,
10111,0.0000001,0,0,0,270,
13345,0.0000001,0,0,0,276,
10111,0.0000001,0,0,0,282,
13345,0.0000001,0,0,0,288,
10111,0.0000001,0,0,0,294,
13345,0.0000001,0,0,0,300,
10111,0.0000001,0,0,0,306,
13345,0.0000001,0,0,0,312,
10111,0.0000001,0,0,0,318,
13345,0.0000001,0,0,0,324,
10111,0.0000001,0,0,0,330,
13345,0.0000001,0,0,0,336,
10111,0.0000001,0,0,0,342,
13345,0.0000001,0,0,0,348,
10111,0.0000001,0,0,0,354,
21000,0.00,0,0,0,360
21000,0.00,0,12,0,348
21000,0.00,0,24,0,336
21000,0.00,0,36,0,324
21000,0.00,0,48,0,312
21000,0.00,0,60,0,300
21000,0.00,0,72,0,288
21000,0.00,0,84,0,276
21000,0.00,0,96,0,264
21000,0.00,0,108,0,252
21000,0.00,0,120,0,240
21000,0.00,0,132,0,228
21000,0.00,0,144,0,216
21000,0.00,0,156,0,204
21000,0.00,0,168,0,192
21000,0.00,0,180,0,180
21000,0.00,0,192,0,168
21000,0.00,0,204,0,156
21000,0.00,0,216,0,144
21000,0.00,0,228,0,132
21000,0.00,0,240,0,120
21000,0.00,0,252,0,108
21000,0.00,0,264,0,96
21000,0.00,0,276,0,84
21000,0.00,0,288,0,72
21000,0.00,0,300,0,60
21000,0.00,0,312,0,48
21000,0.00,0,324,0,36
21000,0.00,0,336,0,24
21000,0.00,0,348,0,12
21000,0.00,0,360,0,0
11111, 0.3, 90,0, 0, 0
11111, 0.3, 90,45, 0, 22
11111, 0.3, 90,90, 0, 44
11111, 0.3, 90,135, 0, 66
11111, 0.2, 90,180, 0, 88
11111, 0.3, -90,225, 0, 110
11111, 0.3, -90,270, 0, 132
11111, 0.3, -90,315, 0, 154
11111, 0.3, 90,0, 0, 176
11111, 0.3, 90,45, 0, 198
11111, 0.3, 90,90, 0, 220
11111, 0.3, 90,135, 0, 242
11111, 0.3, 90,180, 0, 264
11111, 0.3, -90,225, 0, 286
11111, 0.3, -90,270, 0, 308
11111, 0.3, -90,315, 0, 330
25300,0.0,0,0,0,360
25300,0.0,0,12,0,348
25300,0.0,0,24,0,336
25300,0.0,0,36,0,324
25300,0.0,0,48,0,312
25300,0.0,0,60,0,300
25300,0.0,0,72,0,288
25300,0.0,0,84,0,276
25300,0.0,0,96,0,264
25300,0.0,0,108,0,252
25300,0.0,0,120,0,240
25300,0.0,0,132,0,228
25300,0.0,0,144,0,216
25300,0.0,0,156,0,204
25300,0.0,0,168,0,192
25300,0.0,0,180,0,180
25300,0.0,0,192,0,168
25300,0.0,0,204,0,156
25300,0.0,0,216,0,144
25300,0.0,0,228,0,132
25300,0.0,0,240,0,120
25300,0.0,0,252,0,108
25300,0.0,0,264,0,96
25300,0.0,0,276,0,84
25300,0.0,0,288,0,72
25300,0.0,0,300,0,60
25300,0.0,0,312,0,48
25300,0.0,0,324,0,36
25300,0.0,0,336,0,24
25300,0.0,0,348,0,12
25300,0.0,0,360,0,0
27000,0.0,0,0,0,360
27000,0.0,0,12,0,348
27000,0.0,0,24,0,336
27000,0.0,0,36,0,324
27000,0.0,0,48,0,312
27000,0.0,0,60,0,300
27000,0.0,0,72,0,288
27000,0.0,0,84,0,276
27000,0.0,0,96,0,264
27000,0.0,0,108,0,252
27000,0.0,0,120,0,240
27000,0.0,0,132,0,228
27000,0.0,0,144,0,216
27000,0.0,0,156,0,204
27000,0.0,0,168,0,192
27000,0.0,0,180,0,180
27000,0.0,0,192,0,168
27000,0.0,0,204,0,156
27000,0.0,0,216,0,144
27000,0.0,0,228,0,132
27000,0.0,0,240,0,120
27000,0.0,0,252,0,108
27000,0.0,0,264,0,96
27000,0.0,0,276,0,84
27000,0.0,0,288,0,72
27000,0.0,0,300,0,60
27000,0.0,0,312,0,48
27000,0.0,0,324,0,36
27000,0.0,0,336,0,24
27000,0.0,0,348,0,12
27000,0.0,0,360,0,0
